Time,Fuel,Fan,Feed,Temp,O2
09/30/2012 10:04:30,19.99253112033195,90.0,100,900.0001825335291,4.9999141838552195
09/30/2012 10:04:40,19.99253112033195,90.0,100,900.0001460257133,4.99993563789142
09/30/2012 10:04:50,19.99253112033195,90.0,100,900.0001168194601,4.9999517284185595
09/30/2012 10:05:00,19.99253112033195,90.0,100,900.000093454458,4.99996379631392
09/30/2012 10:05:10,19.99253112033195,90.0,100,900.000074762456,4.9999728472354406
09/30/2012 10:05:20,19.99253112033195,90.0,100,900.0000598088543,4.99997963542658
09/30/2012 10:05:30,19.99253112033195,90.0,100,900.0000478459731,4.999984726569941
09/30/2012 10:05:40,19.99253112033195,90.0,100,900.0000382756682,4.999988544927451
09/30/2012 10:05:50,19.99253112033195,90.0,100,900.0000306194243,4.99999140869559
09/30/2012 10:06:00,19.99253112033195,90.0,100,900.0000244944292,4.999993556521691
09/30/2012 10:06:10,19.99253112033195,90.0,100,900.0000195944333,4.99999516739127
09/30/2012 10:06:20,19.99253112033195,90.0,100,900.0000156744361,4.99999637554345
09/30/2012 10:06:30,19.99253112033195,90.0,100,900.0000125384383,4.999997281657589
09/30/2012 10:06:40,19.99253112033195,90.0,105,900.0000100296402,4.99999796124319
09/30/2012 10:06:50,19.99253112033195,90.0,105,900.0000080226021,4.99999847093239
09/30/2012 10:07:00,19.99253112033195,90.0,105,899.7000064169713,4.74999885319929
09/30/2012 10:07:10,19.99253112033195,90.0,105,899.4600051324662,4.56249913989947
09/30/2012 10:07:20,19.99253112033195,90.0,105,899.2680041048632,4.4218743549246
09/30/2012 10:07:30,19.99253112033195,90.0,105,899.1144032827804,4.3164057661934505
09/30/2012 10:07:40,19.99253112033195,90.0,105,898.9915226251132,4.23730432464509
09/30/2012 10:07:50,19.99253112033195,90.0,105,898.8932180989802,4.17797824348382
09/30/2012 10:08:00,19.99253112033195,90.0,105,898.8145744780743,4.13348368261286
09/30/2012 10:08:10,19.99253112033195,90.0,105,898.7516595813493,4.10011276195965
09/30/2012 10:08:20,19.99253112033195,90.0,105,898.7013276639693,4.07508457146974
09/30/2012 10:08:30,19.99253112033195,90.0,105,898.6610621300642,4.0563134286023
09/30/2012 10:08:40,19.99253112033195,90.0,105,898.6288497029411,4.0422350714517306
09/30/2012 10:08:50,19.99253112033195,90.0,105,898.6030797612432,4.031676303588791
09/30/2012 10:09:00,19.99253112033195,90.0,105,898.5824638078841,4.0237572276916005
09/30/2012 10:09:10,19.99253112033195,90.0,105,898.5659710451971,4.0178179207687
09/30/2012 10:09:20,19.99253112033195,90.0,105,898.5527768350473,4.01336344057652
09/30/2012 10:09:30,19.99253112033195,90.0,105,898.5422214669272,4.01002258043239
09/30/2012 10:09:40,19.99253112033195,90.0,105,898.5337771724312,4.00751693532429
09/30/2012 10:09:50,19.99253112033195,90.0,105,898.5270217368352,4.00563770149322
09/30/2012 10:10:00,19.99253112033195,90.0,105,898.5216173883571,4.00422827611992
09/30/2012 10:10:10,19.99253112033195,90.0,105,898.5172939095753,4.00317120708994
09/30/2012 10:10:20,19.99253112033195,90.0,105,898.5138351265502,4.00237840531745
09/30/2012 10:10:30,19.99253112033195,90.0,105,898.5110681001293,4.00178380398809
09/30/2012 10:10:40,19.99253112033195,90.0,105,898.508854478993,4.001337852991069
09/30/2012 10:10:50,19.99253112033195,90.0,105,898.5070835820841,4.0010033897433
09/30/2012 10:11:00,19.99253112033195,90.0,105,898.5056668645573,4.00075254230748
09/30/2012 10:11:10,19.99253112033195,90.0,105,898.5045334905351,4.00056440673061
09/30/2012 10:11:20,19.99253112033195,90.0,105,898.5036267913181,4.00042330504795
