FIC-2101~FIC-2001  
  FreqPeriod(min) 	 Unc_UB 	 Bode 	 Unc_LB 	 S/N_Ratio
1.351575e+02 	 4.632083e-01 	 4.033231e-01 	  3.434379e-01 	 2.216632e+00
1.216452e+02 	 4.238342e-01 	 3.617091e-01 	  2.995840e-01 	 1.916250e+00
1.094837e+02 	 3.826343e-01 	 3.177276e-01 	  2.528210e-01 	 1.611112e+00
9.853815e+01 	 3.439547e-01 	 2.756594e-01 	  2.073642e-01 	 1.328442e+00
8.868683e+01 	 3.132604e-01 	 2.408933e-01 	  1.685262e-01 	 1.095579e+00
7.982040e+01 	 2.933785e-01 	 2.161681e-01 	  1.389578e-01 	 9.214593e-01
7.184038e+01 	 2.796007e-01 	 1.966747e-01 	  1.137486e-01 	 7.805800e-01
6.465817e+01 	 2.615249e-01 	 1.718952e-01 	  8.226543e-02 	 6.312065e-01
5.819399e+01 	 2.344421e-01 	 1.369896e-01 	  3.953720e-02 	 4.626525e-01
5.237607e+01 	 2.129333e-01 	 1.063924e-01 	  0.000000e+00 	 3.286652e-01
4.713979e+01 	 2.166908e-01 	 9.963488e-02 	  0.000000e+00 	 2.801417e-01
4.242700e+01 	 2.138937e-01 	 8.472778e-02 	  0.000000e+00 	 2.158926e-01
3.818538e+01 	 1.670835e-01 	 2.404893e-02 	  0.000000e+00 	 5.533691e-02
3.436781e+01 	 2.285008e-01 	 6.970345e-02 	  0.000000e+00 	 1.444678e-01
3.093190e+01 	 2.854164e-01 	 1.088916e-01 	  0.000000e+00 	 2.030246e-01
2.783950e+01 	 2.892597e-01 	 9.309135e-02 	  0.000000e+00 	 1.561854e-01
2.505625e+01 	 3.999204e-01 	 1.824269e-01 	  0.000000e+00 	 2.760593e-01
2.255126e+01 	 4.561713e-01 	 2.161604e-01 	  0.000000e+00 	 2.964184e-01
2.029671e+01 	 4.010308e-01 	 1.381044e-01 	  0.000000e+00 	 1.728754e-01
